,Year,Age_0_14,Age_15_64,Rural_Population,Labor_Force_Participation,Birth_Rate,Death_Rate,Fertility_Rate,GDP_Growth,Infant_Mortality,Age_65_Plus,Life_Expectancy,Literacy_Rate,Net_Migration,Population,Population_Density,Population_Growth,Urban_Population,Population_Lag_1,Population_Lag_2,Population_Lag_3,Birth_Rate_Lag,Death_Rate_Lag,Population_MA_3,Population_MA_5,Birth_Death_Ratio,Urbanization_Rate,Ruralization_Rate,Working_Age_Ratio,Child_Ratio,Senior_Ratio,Population_Change,BirthRate_Change,DeathRate_Change,GDP_Change,LifeExp_Change,Migration_Change
Age_65_Plus,0.9076746732215462,-0.9718292902737969,0.9582067753747979,0.8731357779186829,-0.7325465486710573,-0.919638755473383,-0.7738832465474473,-0.8812608240764352,0.2474960218509202,-0.8821504811814825,1.0,0.8791026691850117,0.9286357951644758,-0.454138042255106,0.9076037315211933,0.9061475258556263,-0.953354513111236,0.9219016707347456,0.911520102812271,0.9147458165770506,0.9179961441734659,-0.9249674393274868,-0.7805771258758802,0.9113314227189515,0.9147838557822277,0.015459667691424294,0.9219016707347456,-0.9219016703737889,0.958206775374798,-0.9718292902737969,1.0000000000000002,-0.9558779382342659,-0.31548828887280395,0.1364495979663248,0.10638093107345696,-0.09003308075185099,0.0063262454402946856
Life_Expectancy,0.9955322336515534,-0.9354394011887058,0.9408036977464029,0.9954674839106303,-0.5846081181434694,-0.9862470479364541,-0.9794182515311312,-0.9972794413520343,0.3495202773528913,-0.997562484818506,0.8791026691850117,1.0,0.949735855544554,-0.3986271376860488,0.9935147643836784,0.9934963676115958,-0.8828836729492993,0.9919542830315373,0.992601965199911,0.9916259056713658,0.990502569714734,-0.9849132791659393,-0.9780312780694264,0.9926175955425862,0.9915734920468152,0.46890846744352255,0.9919542830315373,-0.991954283134247,0.9408036977464029,-0.935439401188706,0.8791026691850112,-0.862294940334526,-0.5374842988697828,0.042800918315164624,0.1900630265473636,-0.03681709053357071,-0.006004280166543272
Literacy_Rate,0.9610087557335256,-0.9837628264033581,0.9884920569378021,0.9601779110119952,-0.6770019167779022,-0.9833252311245672,-0.8775932870012352,-0.955462132527269,0.31873359984589866,-0.9478376999410512,0.9286357951644758,0.949735855544554,1.0,-0.4768265010034065,0.9750154867212091,0.9750004362189127,-0.9722108038099074,0.9558101065868071,0.9768534326676499,0.9786756895488332,0.9805200967029475,-0.98462673284952,-0.8862999762542516,0.9769209711143693,0.9789792234792402,0.23600458273839375,0.9558101065868071,-0.955810106382963,0.9884920569378023,-0.983762826403358,0.9286357951644754,-0.950419251303175,-0.4894943601140126,0.12893012633577616,0.12048301392146679,-0.11366055334854766,0.0014608482832112186
Net_Migration,-0.4117736975208173,0.455868842423782,-0.4527876743813549,-0.4125852549058449,0.2523013898200849,0.4369543467582909,0.33754052382808725,0.38970236593280877,-0.17431947725301078,0.39186929576104196,-0.454138042255106,-0.3986271376860488,-0.4768265010034065,1.0,-0.4260523999637778,-0.4257753094518764,0.5434052313207566,-0.39380112513846166,-0.4285290452505085,-0.4304420756064729,-0.432197269801436,0.4388837597455629,0.315833781322636,-0.428301680652152,-0.43014821842103956,-0.00025809225352867605,-0.3938011251384617,0.3938011261718008,-0.4527876743813553,0.4558688424237817,-0.4541380422551059,0.5228351298325796,0.1633383927020992,0.16508151563980414,-0.031455353839253734,-0.19711243683213295,0.5528260674335499
Population,0.9977079662283639,-0.961689732411981,0.9663562193009287,0.9967035910838904,-0.6258486195656794,-0.9979696739298438,-0.9557793655551587,-0.9963431752691361,0.3395614438221698,-0.9944469216912454,0.9076037315211933,0.9935147643836784,0.9750154867212091,-0.4260523999637778,1.0,0.9999717128251108,-0.924822558918881,0.9934981284080011,0.999926600045455,0.9997441445293866,0.999419749042125,-0.9973089737788595,-0.9603081032904129,0.9999324414140046,0.9997230789778608,0.38704057573374445,0.9934981284080012,-0.9934981284212783,0.966356219300929,-0.9616897324119813,0.9076037315211928,-0.9026686082527101,-0.5324033549060171,0.10032779272122706,0.1577810072807439,-0.08621839175561598,-0.004932753954727179
Population_Density,0.9975029525394294,-0.9612879925445809,0.9661909951626524,0.9968444494796195,-0.6265534785520668,-0.9979481035651978,-0.9560575717409661,-0.9965001979204281,0.33975306601972016,-0.9944497649118762,0.9061475258556263,0.9934963676115958,0.9750004362189127,-0.4257753094518764,0.9999717128251108,1.0,-0.9244104851428987,0.9932493981080162,0.9998792015370641,0.999694695798009,0.9993616679971017,-0.997249031451196,-0.9606046485735434,0.9998904815151399,0.9996704426690183,0.38838374034836165,0.9932493981080163,-0.9932493981206111,0.9661909951626522,-0.9612879925445815,0.9061475258556262,-0.9014230726441785,-0.5345324273023084,0.1003423723476283,0.15812253889963163,-0.08596119624016182,-0.005431579116126458
Population_Growth,-0.9096131817281919,0.9795601630691891,-0.9779180287348318,-0.8964644005927552,0.7587001018767815,0.9440311560053032,0.7783257607134139,0.8924609140874058,-0.26721222419294405,0.8843609922802425,-0.953354513111236,-0.8828836729492993,-0.9722108038099074,0.5434052313207566,-0.924822558918881,-0.9244104851428987,1.0,-0.9095989530182211,-0.92848556966523,-0.9318406012917546,-0.9351185992087224,0.9473117536212028,0.7870499835098219,-0.9284388260354398,-0.9319631893172875,-0.04085713377706385,-0.909598953018221,0.9095989528467874,-0.977918028734832,0.979560163069189,-0.9533545131112358,0.9810368039275639,0.41794584686874164,-0.1435209998872812,-0.059098950639309034,0.1013539457032103,0.01159991152207207
Urban_Population,0.9970617952993661,-0.9591802550177726,0.9601445871862812,0.9876062960909138,-0.6440369227443488,-0.9897703888746758,-0.9538303230725882,-0.9932393557261008,0.33165921804603016,-0.9943690160514895,0.9219016707347456,0.9919542830315373,0.9558101065868071,-0.39380112513846166,0.9934981284080011,0.9932493981080162,-0.9095989530182211,1.0,0.993469666937335,0.9932374440294436,0.9928502257648205,-0.9898182641146085,-0.9570904446674005,0.9934355790078777,0.9931311278521455,0.37286188703901874,1.0,-1.0,0.960144587186281,-0.959180255017773,0.9219016707347452,-0.8917474748040778,-0.5001765719639717,0.09610135971197412,0.169738704069145,-0.0742214627395755,-0.0032357327323377727
Population_Lag_1,0.9973542844565574,-0.9645794348700252,0.9689966531195309,0.9957814733680499,-0.6305317865687536,-0.9984130433624173,-0.952744116783073,-0.9955459299011118,0.33834684504768225,-0.9934755095739418,0.911520102812271,0.992601965199911,0.9768534326676499,-0.4285290452505085,0.999926600045455,0.9998792015370641,-0.92848556966523,0.993469666937335,1.0,0.9999363300341785,0.9997344411045619,-0.9979176937171286,-0.9574318383533204,0.9999969376305665,0.9999165036904918,0.3777622977140704,0.993469666937335,-0.9934696669351364,0.968996653119531,-0.9645794348700253,0.9115201028122707,-0.9073894006149297,-0.5284872548579013,0.10176832297118013,0.156425625712878,-0.08720404418088332,-0.004685258399902709
Population_Lag_2,0.9967818450677957,-0.9672713988742175,0.9715499853404193,0.9948076016302382,-0.6354731841361102,-0.9987487942362446,-0.9497542296992221,-0.9947200084850449,0.3373783801796514,-0.9923984006453548,0.9147458165770506,0.9916259056713658,0.9786756895488332,-0.4304420756064729,0.9997441445293866,0.999694695798009,-0.9318406012917546,0.9932374440294436,0.9999363300341785,1.0,0.9999267474534126,-0.9983979218738656,-0.9545561464122481,0.9999390135815086,0.9999895365546148,0.36911736954670826,0.9932374440294441,-0.9932374440202321,0.9715499853404193,-0.9672713988742175,0.9147458165770501,-0.9109354724848242,-0.5255228968409037,0.102758933183163,0.15533613955675615,-0.08762195658727119,-0.004064872055220155
Population_Lag_3,0.9960225705647187,-0.9700143536346136,0.9741597607641038,0.9936440885374048,-0.6404199744320217,-0.9989504904742431,-0.9465103021491793,-0.9937245414469565,0.33621700611771355,-0.991133459676138,0.9179961441734659,0.990502569714734,0.9805200967029475,-0.432197269801436,0.999419749042125,0.9993616679971017,-0.9351185992087224,0.9928502257648205,0.9997344411045619,0.9999267474534126,1.0,-0.9987536655437542,-0.9514656745082892,0.9997418702556723,0.9999403368519265,0.3601305266799803,0.9928502257648204,-0.9928502257434302,0.974159760764104,-0.9700143536346139,0.9179961441734656,-0.9144699718299669,-0.5222729088330348,0.1040809578332349,0.1546346984463118,-0.08839269545925764,-0.003846581443319764
Birth_Rate_Lag,-0.9927650726409285,0.9758710059732956,-0.9797251193659254,-0.9893972537663193,0.662363406084345,0.9996678486784658,0.9351686105503751,0.9892974748446004,-0.32978036746154804,0.9853111110511731,-0.9249674393274868,-0.9849132791659393,-0.98462673284952,0.4388837597455629,-0.9973089737788595,-0.997249031451196,0.9473117536212028,-0.9898182641146085,-0.9979176937171286,-0.9983979218738656,-0.9987536655437542,1.0,0.9405222545738986,-0.9979211872146112,-0.9984118669347144,-0.3293155052610591,-0.9898182641146082,0.9898182640932399,-0.9797251193659252,0.9758710059732955,-0.9249674393274866,0.9254535597693321,0.5108489304176335,-0.10938952330185105,-0.14746066994543103,0.08876852872810073,0.004035048865130044
Death_Rate_Lag,-0.9668793607648352,0.8538246972812051,-0.8635533481889779,-0.9769955902638856,0.47050657436898524,0.9443772275274206,0.9941793304992713,0.9772116215963929,-0.35252514400780394,0.9790884221983143,-0.7805771258758802,-0.9780312780694264,-0.8862999762542516,0.315833781322636,-0.9603081032904129,-0.9606046485735434,0.7870499835098219,-0.9570904446674005,-0.9574318383533204,-0.9545561464122481,-0.9514656745082892,0.9405222545738986,1.0,-0.9574509880903995,-0.9543513780675293,-0.6033925288669522,-0.9570904446674002,0.9570904448287622,-0.8635533481889779,0.8538246972812054,-0.7805771258758798,0.7630026709460459,0.5803727196141163,-0.10159032924234804,-0.21336612436490465,0.11037468670814306,-0.01811376639662071
Population_MA_3,0.9973104850813874,-0.9645872421287085,0.9690479040884568,0.9957997382479015,-0.6306741421907369,-0.9984230042512058,-0.9527755461805114,-0.9955777087081414,0.3384483933977208,-0.9934722689006128,0.9113314227189515,0.9926175955425862,0.9769209711143693,-0.428301680652152,0.9999324414140046,0.9998904815151399,-0.9284388260354398,0.9934355790078777,0.9999969376305665,0.9999390135815086,0.9997418702556723,-0.9979211872146112,-0.9574509880903995,1.0,0.9999228848242404,0.37794312519361006,0.993435579007878,-0.9934355790095492,0.9690479040884571,-0.9645872421287085,0.9113314227189511,-0.9070520870537025,-0.5288242243274321,0.10163933991831249,0.15655433671179828,-0.08704516755669894,-0.0045350597335131505
Population_MA_5,0.9966336692342463,-0.9675467457540909,0.9718757805376267,0.9947219798764849,-0.6358116037526569,-0.9987541287714131,-0.9495214709438884,-0.9946579424188801,0.33746459140907864,-0.9922813662454211,0.9147838557822277,0.9915734920468152,0.9789792234792402,-0.43014821842103956,0.9997230789778608,0.9996704426690183,-0.9319631893172875,0.9931311278521455,0.9999165036904918,0.9999895365546148,0.9999403368519265,-0.9984118669347144,-0.9543513780675293,0.9999228848242404,1.0,0.36870397452684456,0.9931311278521459,-0.9931311278409426,0.9718757805376269,-0.967546745754091,0.9147838557822275,-0.9109543614992656,-0.5254607016783772,0.10297887218692789,0.15591159234506707,-0.08785217875686004,-0.0042743273463928255
Birth_Death_Ratio,0.4042678899974265,-0.13797080778867274,0.16404672799996867,0.45504313509744965,0.25388635445959656,-0.34041808871143947,-0.6303082282104732,-0.4459237807924731,0.26686350646838763,-0.4541338451204441,0.015459667691424294,0.46890846744352255,0.23600458273839375,-0.00025809225352867605,0.38704057573374445,0.38838374034836165,-0.04085713377706385,0.37286188703901874,0.3777622977140704,0.36911736954670826,0.3601305266799803,-0.3293155052610591,-0.6033925288669522,0.37794312519361006,0.36870397452684456,1.0,0.3728618870390187,-0.37286188772346873,0.1640467279999686,-0.13797080778867335,0.0154596676914238,-0.01801536569465295,-0.4350054147276393,-0.27394286284883773,0.21385883600267364,0.17862513222172735,-0.0190088159729171
Urbanization_Rate,0.9970617952993666,-0.959180255017773,0.9601445871862809,0.9876062960909143,-0.6440369227443489,-0.9897703888746758,-0.9538303230725882,-0.9932393557261009,0.33165921804603027,-0.9943690160514896,0.9219016707347456,0.9919542830315373,0.9558101065868071,-0.3938011251384617,0.9934981284080012,0.9932493981080163,-0.909598953018221,1.0,0.993469666937335,0.9932374440294441,0.9928502257648204,-0.9898182641146082,-0.9570904446674002,0.993435579007878,0.9931311278521459,0.3728618870390187,1.0,-1.0000000000000002,0.9601445871862808,-0.9591802550177728,0.9219016707347454,-0.8917474748040779,-0.5001765719639717,0.09610135971197412,0.1697387040691451,-0.07422146273957543,-0.0032357327323377905
Ruralization_Rate,-0.9970617953434826,0.9591802547804775,-0.9601445869781683,-0.9876062961757873,0.6440369230184787,0.9897703888816904,0.9538303233620185,0.9932393557855062,-0.33165921882059535,0.9943690160999052,-0.9219016703737889,-0.991954283134247,-0.955810106382963,0.3938011261718008,-0.9934981284212783,-0.9932493981206111,0.9095989528467874,-1.0,-0.9934696669351364,-0.9932374440202321,-0.9928502257434302,0.9898182640932399,0.9570904448287622,-0.9934355790095492,-0.9931311278409426,-0.37286188772346873,-1.0000000000000002,1.0,-0.9601445869781686,0.9591802547804779,-0.9219016703737885,0.8917474745180224,0.5001765728509009,-0.09610135905389496,-0.1697387045601944,0.07422146138337953,0.0032357340873692643
Working_Age_Ratio,0.9548513133421699,-0.9986376048445352,1.0000000000000002,0.9437931598231427,-0.7453089956155717,-0.9770191782372362,-0.8551501164603348,-0.9468046666245361,0.2996565992256848,-0.9398018542826269,0.958206775374798,0.9408036977464029,0.9884920569378023,-0.4527876743813553,0.966356219300929,0.9661909951626522,-0.977918028734832,0.960144587186281,0.968996653119531,0.9715499853404193,0.974159760764104,-0.9797251193659252,-0.8635533481889779,0.9690479040884571,0.9718757805376269,0.1640467279999686,0.9601445871862808,-0.9601445869781686,1.0,-0.9986376048445352,0.9582067753747977,-0.9602657207988177,-0.4521867250665477,0.13352783707773017,0.13029983278413984,-0.10468945190275473,-0.002411046648894387
Child_Ratio,-0.952224286126289,1.0,-0.9986376048445353,-0.9368138977651974,0.7476473621232036,0.9726697222745243,0.845680647983061,0.940776993610738,-0.29201837485433724,0.9351699620476529,-0.9718292902737969,-0.935439401188706,-0.983762826403358,0.4558688424237817,-0.9616897324119813,-0.9612879925445815,0.979560163069189,-0.959180255017773,-0.9645794348700253,-0.9672713988742175,-0.9700143536346139,0.9758710059732955,0.8538246972812054,-0.9645872421287085,-0.967546745754091,-0.13797080778867335,-0.9591802550177728,0.9591802547804779,-0.9986376048445352,1.0,-0.9718292902737965,0.9654774873099883,0.43008336063101255,-0.13489678367684518,-0.12675270243596953,0.10267150814750689,0.0008324175854651491
Senior_Ratio,0.9076746732215459,-0.9718292902737967,0.9582067753747979,0.8731357779186827,-0.7325465486710577,-0.9196387554733828,-0.7738832465474469,-0.8812608240764351,0.24749602185091996,-0.8821504811814822,1.0000000000000002,0.8791026691850112,0.9286357951644754,-0.4541380422551059,0.9076037315211928,0.9061475258556262,-0.9533545131112358,0.9219016707347452,0.9115201028122707,0.9147458165770501,0.9179961441734656,-0.9249674393274866,-0.7805771258758798,0.9113314227189511,0.9147838557822275,0.0154596676914238,0.9219016707347454,-0.9219016703737885,0.9582067753747977,-0.9718292902737965,1.0,-0.955877938234266,-0.3154882888728037,0.13644959796632494,0.10638093107345685,-0.09003308075185112,0.006326245440294708
Population_Change,-0.8907341604963653,0.9654774873099884,-0.9602657207988176,-0.8715346447574975,0.7225959381637497,0.921031456244003,0.7541889637883814,0.8687116906482143,-0.25922803035149455,0.862382033847754,-0.9558779382342659,-0.862294940334526,-0.950419251303175,0.5228351298325796,-0.9026686082527101,-0.9014230726441785,0.9810368039275639,-0.8917474748040778,-0.9073894006149297,-0.9109354724848242,-0.9144699718299669,0.9254535597693321,0.7630026709460459,-0.9070520870537025,-0.9109543614992656,-0.01801536569465295,-0.8917474748040779,0.8917474745180224,-0.9602657207988177,0.9654774873099883,-0.955877938234266,1.0,0.3538841752427351,-0.14074041739070944,-0.058213511562794876,0.11037823681366161,0.0030773816445170076
BirthRate_Change,-0.5211164348631204,0.43008336063101227,-0.452186725066548,-0.5577561481878583,0.28340350809641074,0.5314636940607587,0.5711464907711717,0.549333045551184,-0.17567469543511133,0.5389722118577364,-0.31548828887280395,-0.5374842988697828,-0.4894943601140126,0.1633383927020992,-0.5324033549060171,-0.5345324273023084,0.41794584686874164,-0.5001765719639717,-0.5284872548579013,-0.5255228968409037,-0.5222729088330348,0.5108489304176335,0.5803727196141163,-0.5288242243274321,-0.5254607016783772,-0.4350054147276393,-0.5001765719639717,0.5001765728509009,-0.4521867250665477,0.43008336063101255,-0.3154882888728037,0.3538841752427351,1.0,-0.09876681282489477,-0.08488490942367602,0.1211764769714761,-0.031883998777906895
DeathRate_Change,0.09252434795345672,-0.1348967836768452,0.13352783707773017,0.08953936062614232,-0.20493833342488707,-0.10916404292335453,0.00255091320629546,-0.08983168700815347,-0.05298459312794597,-0.0869908399673135,0.1364495979663248,0.042800918315164624,0.12893012633577616,0.16508151563980414,0.10032779272122706,0.1003423723476283,-0.1435209998872812,0.09610135971197412,0.10176832297118013,0.102758933183163,0.1040809578332349,-0.10938952330185105,-0.10159032924234804,0.10163933991831249,0.10297887218692789,-0.27394286284883773,0.09610135971197412,-0.09610135905389496,0.13352783707773017,-0.13489678367684518,0.13644959796632494,-0.14074041739070944,-0.09876681282489477,1.0,-0.019413854538486253,-0.9315273598669744,0.203656877117211
GDP_Change,0.16423516949618502,-0.12675270243596928,0.13029983278414006,0.16503545941613756,-0.038402318599312174,-0.1478691372344973,-0.2160517516401421,-0.17688034690801877,-0.06202616613649566,-0.17297496862513395,0.10638093107345696,0.1900630265473636,0.12048301392146679,-0.031455353839253734,0.1577810072807439,0.15812253889963163,-0.059098950639309034,0.169738704069145,0.156425625712878,0.15533613955675615,0.1546346984463118,-0.14746066994543103,-0.21336612436490465,0.15655433671179828,0.15591159234506707,0.21385883600267364,0.1697387040691451,-0.1697387045601944,0.13029983278413984,-0.12675270243596953,0.10638093107345685,-0.058213511562794876,-0.08488490942367602,-0.019413854538486253,1.0,0.020321244697351606,-0.12530119166655518
LifeExp_Change,-0.07584067212378444,0.10267150814750689,-0.10468945190275464,-0.08125958189234417,0.12313174327561564,0.09007842531557503,0.003821385341541294,0.07744568975799665,0.08570751466783805,0.07609511884279459,-0.09003308075185099,-0.03681709053357071,-0.11366055334854766,-0.19711243683213295,-0.08621839175561598,-0.08596119624016182,0.1013539457032103,-0.0742214627395755,-0.08720404418088332,-0.08762195658727119,-0.08839269545925764,0.08876852872810073,0.11037468670814306,-0.08704516755669894,-0.08785217875686004,0.17862513222172735,-0.07422146273957543,0.07422146138337953,-0.10468945190275473,0.10267150814750689,-0.09003308075185112,0.11037823681366161,0.1211764769714761,-0.9315273598669744,0.020321244697351606,1.0,-0.2548731369101212
Migration_Change,-0.0028519719405421993,0.0008324175854651266,-0.0024110466488942712,-0.006175896239538746,-0.016397206503867848,0.0027411722332383007,0.007384019798490207,0.004768081732865919,-0.13859861240992177,0.007633105034264487,0.0063262454402946856,-0.006004280166543272,0.0014608482832112186,0.5528260674335499,-0.004932753954727179,-0.005431579116126458,0.01159991152207207,-0.0032357327323377727,-0.004685258399902709,-0.004064872055220155,-0.003846581443319764,0.004035048865130044,-0.01811376639662071,-0.0045350597335131505,-0.0042743273463928255,-0.0190088159729171,-0.0032357327323377905,0.0032357340873692643,-0.002411046648894387,0.0008324175854651491,0.006326245440294708,0.0030773816445170076,-0.031883998777906895,0.203656877117211,-0.12530119166655518,-0.2548731369101212,1.0
